X,Y,id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,MUNI
-99.11423388,19.32635358,976465,TAQUERIA LOS MIXES,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,MARIQUITA SANCHEZ,EJE VIAL,3 ORIENTE (ARMADA DE MEXICO),ANDADOR,DECIMO QUINTO,ANDADOR,DECIMO QUINTO,124,,,,,,COLONIA,CULHUACAN SECTOR 2,,,,04490,09,CIUDAD DE MEXICO,003,CoyoacAn,0001,CoyoacAn,1285,045,5558405324,,,Fijo,19.32635358,-99.11423388,01JUL10:00:00:00,COYOACAN
-99.02329053,19.36060002,824985,TAQUERIA LOS OAXACOS,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,AVENIDA,CIRCUNVALACION,CALLE,JUAN SARABIA,CALLE,JOSE MARIA FACHA,CALLE,FRANCISCO FLORES,2066,,,,,,COLONIA,SANTA MARTHA ACATITLA SUR,,,,09510,09,CIUDAD DE MEXICO,007,Iztapalapa,0001,Iztapalapa,0835,004,,,,Fijo,19.36060002,-99.02329053,01DEC14:00:00:00,IZTAPALAPA
-99.08651707,19.24736648,1033086,TAQUERIA LOS OAXACOS,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,AVENIDA,NUEVA XOCHIMILCO-TULYEHU,CALLE,COCOXOCHITL,CALLE,MARGARITA MAZA DE JUAREZ,CALLE,CONSTITUCION,,SN,,,,,COLONIA,XOCHIPILLI,,,,16430,09,CIUDAD DE MEXICO,013,Xochimilco,0001,Xochimilco,0461,070,,,,Fijo,19.24736648,-99.08651707,01JUL10:00:00:00,XOCHIMILCO
-99.15714158,19.32173171,910873,TAQUERIA LOS TAURINOS AYUUK,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,REY TOPILTZIN,CALLE,CHICHIMECAS,CALLE,NAHUATLACAS,CALLE,REYNA IXTLIXOCHITL,,SN,,,,,COLONIA,AJUSCO,,,,04300,09,CIUDAD DE MEXICO,003,CoyoacAn,0001,CoyoacAn,0643,002,,,,Fijo,19.32173171,-99.15714158,01DEC14:00:00:00,COYOACAN
-99.13500461,19.51547254,660700,TAQUERIA MARISOL ESTILO OAXACENO,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALZADA,TICOMAN,CALLE,ESCUADRON 201,CALLE,BANDERA,CALLE,ANO 1810,1654,,,,,,COLONIA,LAGUNA TICOMAN,,,,07330,09,CIUDAD DE MEXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,0559,012,,,,Fijo,19.51547254,-99.13500461,01JUL10:00:00:00,GUSTAVO_A._MADERO
-99.13812492,19.49098861,740025,TAQUERIA MIXE,"MIXE TACOS, S.A. DE C.V.",722514,Restaurantes con servicio de preparaciOn de tacos y tortas,11 a 30 personas,CALZADA,AZCAPOTZALCO LA VILLA,CALLE,RECIFE,CALLE,ETEN,CALLE,RICARTE,1133,,,,,,COLONIA,LINDAVISTA,,,,07300,09,CIUDAD DE MEXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1097,015,5557527511,,,Fijo,19.49098861,-99.13812492,01JUL10:00:00:00,GUSTAVO_A._MADERO
-99.04127893,19.3009358,942901,TAQUERIA MIXE,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,JUAN DE DIOS PEZA,AVENIDA,TLAHUAC,CALLE,MANUEL M FLORES,CALLE,AMADO NERVO,64,,,,,,COLONIA,ZAPOTITLA,,,,13260,09,CIUDAD DE MEXICO,011,TlAhuac,0001,TlAhuac,1342,021,,,,Fijo,19.3009358,-99.04127893,01DEC14:00:00:00,TLAHUAC
-99.18335205,19.2147926,915294,TAQUERIA MIXE,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,VIENTO,CALLE,BRISA,CALLE,ARBOLADA,CALLE,ARBOLADA,2,MZ 2,,,,,COLONIA,JARDINES DE SAN JUAN,,,,14700,09,CIUDAD DE MEXICO,012,Tlalpan,0026,San Miguel Ajusco,2403,009,,,,Fijo,19.2147926,-99.18335205,01DEC14:00:00:00,TLALPAN
-98.99629776,19.21239269,873511,TAQUERIA MIXES,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS,CALLE,16 DE SEPTIEMBRE,PRIVADA,MORELOS,CALLE,FRAY PEDRO DE GANTE,,SN,,,,,PUEBLO,SAN ANTONIO TECOMITL,,,,12100,09,CIUDAD DE MEXICO,009,Milpa Alta,0011,San Antonio TecOmitl,0420,046,,,,Fijo,19.21239269,-98.99629776,01JUL10:00:00:00,MILPA_ALTA
-99.11811234,19.46983817,675630,TAQUERIA OAXACA,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,HENRY FORD,CALLE,OTILIA,CALLE,MARTHA,CALLE,SAUL,105,,,,,SN,COLONIA,GUADALUPE TEPEYAC,,,,07840,09,CIUDAD DE MEXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,181A,026,,,,Fijo,19.46983817,-99.11811234,01DEC14:00:00:00,GUSTAVO_A._MADERO
-99.12644968,19.23743482,941889,TAQUERIA PUERTO MIXE,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,LICENCIADO MARTINEZ DE C,CALLE,CAMINO ANTIGUO A SANTIAGO,CALLE,CUAUHTEMOC,CALLE,NINGUNO,320,,,,,,PUEBLO,SAN MATEO XALPA,,,,16800,09,CIUDAD DE MEXICO,013,Xochimilco,0001,Xochimilco,0828,022,,,,Fijo,19.23743482,-99.12644968,01DEC14:00:00:00,XOCHIMILCO
-99.13741898,19.49111262,739976,TAQUERIA PUERTO MIXE OAXACA,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,6 a 10 personas,CALZADA,AZCAPOTZALCO LA VILLA,CALLE,NATAL,CALLE,OROYA,EJE VIAL,5 NORTE (MONTEVIDEO),1262,,,,,,COLONIA,LINDAVISTA,,,,07300,09,CIUDAD DE MEXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1097,008,555192888,,,Fijo,19.49111262,-99.13741898,01JUL10:00:00:00,GUSTAVO_A._MADERO
-99.20694283,19.50072074,639714,TLAYUDA,,722513,Restaurantes con servicio de preparaciOn de antojitos,0 a 5 personas,CALLE,HACIENDA DEL ROSARIO,AVENIDA,CALZADA DE LAS ARMAS,CALLE,HACIENDA SOTELO,CALLE,ZEMPOALTECAS,,SN,,,,,COLONIA,PRADOS DEL ROSARIO,,PARQUE TEZOZOMOC,,02410,09,CIUDAD DE MEXICO,002,Azcapotzalco,0001,Azcapotzalco,0148,007,,,,Fijo,19.50072074,-99.20694283,01JUL10:00:00:00,AZCAPOTZALCO
-99.05841797,19.41772976,711002,TLAYUDAS OAXAQUENAS,,722513,Restaurantes con servicio de preparaciOn de antojitos,0 a 5 personas,CALLE,SAN LUIS,CALLE,5,CALLE,6,CALLE,PRIVADA NUCLEOS,,SN,,PLANTA BAJA,,,COLONIA,AGRICOLA PANTITLAN,,,,08100,09,CIUDAD DE MEXICO,006,Iztacalco,0001,Iztacalco,0039,005,,,,Fijo,19.41772976,-99.05841797,01DEC14:00:00:00,IZTACALCO
-99.16176162,19.41420976,863879,TLAYUDERIA,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,TONALA,EJE VIAL,2A SUR (SAN LUIS POTOSI),EJE VIAL,2 SUR (AVENIDA QUERETARO),EJE VIAL,2 SUR (AVENIDA YUCATAN),155,,,,,,COLONIA,ROMA NORTE,,,,06700,09,CIUDAD DE MEXICO,015,CuauhtEmoc,0001,CuauhtEmoc,1214,006,5547511951,CARLOAPERI@HOTMAIL.COM,,Fijo,19.41420976,-99.16176162,01JUL10:00:00:00,CUAUHTEMOC
-99.08845233,19.4513942,678454,TLAYUDERIA 504,,722513,Restaurantes con servicio de preparaciOn de antojitos,0 a 5 personas,CALLE,AVENIDA 504,CALLE,AVENIDA 543,CALLE,AVENIDA 545,CALLE,SEGUNDA 543,26,,,,,,COLONIA,UNIDAD HABITACIONAL SAN JUA,,,,07969,09,CIUDAD DE MEXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,2324,010,,,,Fijo,19.4513942,-99.08845233,01DEC14:00:00:00,GUSTAVO_A._MADERO
-99.14320827,19.43068289,992849,TORTAS OAXACA,,722514,Restaurantes con servicio de preparaciOn de tacos y tortas,0 a 5 personas,CALLE,DOLORES,CALLE,VICTORIA,CALLE,AYUNTAMIENTO,CALLE,ARANDA,25,,,,4,,COLONIA,CENTRO,,,,06050,09,CIUDAD DE MEXICO,015,CuauhtEmoc,0001,CuauhtEmoc,0748,018,,,,Fijo,19.43068289,-99.14320827,01JUL10:00:00:00,CUAUHTEMOC
-99.12303147,19.42761709,768645,VENTA DE COMIDA OAXAQUENA SIN NOMBRE,,722511,Restaurantes con servicio de preparaciOn de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,ROSARIO,CALLE,GENERAL ANAYA,CALLE,ABRAHAM OLVERA,CALLE,SAN CIPRIAN,120,,,,,SN,COLONIA,ZONA CENTRO,MERCADO PUBLICO,MERCADO DE COMIDAS,181,15100,09,CIUDAD DE MEXICO,017,Venustiano Carranza,0001,Venustiano Carranza,0583,005,,,,Fijo,19.42761709,-99.12303147,01JUL10:00:00:00,VENUSTIANO_CARRANZA
-99.10674693,19.41165356,755493,VENTA DE TLACOYOS EL OAXACO,,722513,Restaurantes con servicio de preparaciOn de antojitos,0 a 5 personas,CALLE,FERNANDO IGLESIAS CALDER,CALLE,LUIS DE LA ROSA,CALLE,NINGUNO,CERRADA,NINGUNO,8,,,,,,COLONIA,JARDIN BALBUENA,,,,15900,09,CIUDAD DE MEXICO,017,Venustiano Carranza,0001,Venustiano Carranza,1365,007,,,,Fijo,19.41165356,-99.10674693,01JUL10:00:00:00,VENUSTIANO_CARRANZA
